id,type,answer_count,question_body,title,uri
7218157,question,,"Dear Xt0822,Thank you for your question and sharing your photographs. From the photograph, it appears that you have a hematoma (blood clot) over your upper eyelid. This is a potential complication which can happen. You will recover with time but you will need to ensure that you get urgent medical attention from your attending surgeon and also to follow up until it resolves. There is risk of infection and it is correct to give you antibiotic cover. Unfortunately, once you have a hematoma, there will be significant bruising that may take 7-10 days to settle. It may take even longer for the swelling over the eyelid to resolve.Warm compress and hirudoid cream can help to hasten the resolution of the bruising. Please update us and let us know how your recovery is.I hope this answers your question. Have a great week ahead and all speedy recovery!Dr.Terence GohPlastic Surgeon, SingaporeMBBS(S'pore), MRCS (Edinburgh), MMed (Spore)Fellow, Academy of Medicine, Singapore (Plastic Surgery)President, Singapore Association of Plastic Surgeons (SAPS)InternationalMember, American Society of Plastic Surgeons (ASPS)","Terence Goh, MBBS, MRCS (Edin), MMed answers: Fat grafting upper eyelid, 1 week post op, will I recover? (photo)",/question/malaysia-fat-grafting-upper-eyelid
129565,question,,A&nbsp;Mommy makeover is just a marketing tool referring to any surgery that improves the appearance of a &quot;mom&quot; after having children. Usually this refers to tummy tucks and breast surgery. Liposuction certainly can be a part of it.,"Steven Wallach, MD answers: Does the mommy makeover utilize Smart Lipo?",/question/Smart-lipo-mommy-makeover
7175347,question,,Thanks for the question. Constipation is very common after surgery. This is often related to the use of narcotics for postoperative pain control. Narcotics reduce bowel activity resulting in constipation. The more narcotics that are taken the higher the risk for constipation. The first solution is to only take the narcotics if you need them. Most patients are off of narcotics within a week after surgery. Having a tummy tuck with muscle tightening can also contribute to postoperative constipation. The second potential solution is a new medication on the market called Movantik which is specifically designed to treat opioid induced constipation. ,"Robert J. Paresi Jr., MD, MPH answers: No bowel movement since I had surgery, it's been 5 days now.",/question/bowel-movement
6808692,question,,"Thanks so much for your question! &nbsp;For many of my patients, they have liposuction surgery done on a Thurs or Friday, and are able to go back to work on Monday, especially if they have an office job. &nbsp;Bruising can last for two weeks, and swelling takes longer to go away completely. &nbsp;Hope this helps...best of luck!Sincerely,Joyce C. Chen, MD, MPH, FACS","Joyce C. Chen, MD, MPH, FACS answers: Liposuction Recovery",/question/liposuction-recovery
4816516,question,, Thank you for your question and photographs. Photographs can not substitute personal examinationIf tumor is there it treatment solve your problem. If septum is growing anddistorting its correction will correct tip distortion.please see board certified plastic surgeon and discuss.Best Of LuckDr Milan Doshi,"Milan Doshi, MS, MCh answers: Cartilage keeps growing. Nose out of shape. Will nose tip surgery correct it? (photos)",/question/cardiff-gb-cartilage-growing-nose-shape-nose-tip-surgery-correct
9055193,question,,"Healing after your NeoGraft procedure is fairly quick. Your donor site should fill in by 10 days. You will see a few scabs around your grafts. This is normal. They will flake off naturally in 3-5 days. Ido tell my patients that they may experience swelling for 2-4 days after the procedure. This is normal and goes away by itself. I would keep your head covered for a few days. Best wishes,Dr. BasuHouston, TX","C. Bob Basu, MD, MPH, FACS answers: NeoGraft healing process timeline: What should I expect right after the surgery?",/question/seattle-wa-neograft-healing-process-timeline-expect-after-surgery
1695807,question,,"More pain occurs with larger breast implants and submuscular placement of breast implants. Some of the most important factors in minimizing pain are 1) meticulous surgical dissection of the breast implant pocket, 2) use of local analgesia infiltrated directly into the surgical site, and 3) post-operative pain control and exercises. This is something that should be discussed with your plastic surgeon in advance.","Lara Devgan, MD, MPH answers: How to Reduce Pain and Recovery Time After Breast Implants Surgery?",/question/how-can-pain-recovery-time-after-getting-breast-implants-be-minimized
8998273,question,,Thank you for your question.This will depend on your Cardiac and generalhealth status as well as the extent of the procedure.You will need a Medical/Cardiology clearance before you have this procedure.All The Best !,"Ajaya Kashyap, MD answers: Can a person have elective surgery such as a tummy tuck/w lipo , if they've had a stent placement mor",/question/high-point-nc-person-elective-surgery-tummy-tuck-lipo-stent-placement-years
6615969,question,,The trouble with vaping is the nicotine content. Nicotine dcreases&nbsp;blood flow and can reduce the healing potential of a fresh scar. It is best to avoid all nicotine products 4 weeks before and after surgery. This is what I ask of my patients.&nbsp;,"Mo Akhavani, MD, FRCS(Plast) answers: Electronic Cigarette Okay Before Surgery?",/question/electronic-cigarette-before-surgery
668741,question,10,"
	At 5 Weeks post op I submitted some pics. Now I am 6 weeks the scabs have fallen off and now there's a mild bad smell coming from the area. My doctor says the same thing: Keep clean and dry. It will heal. Just looking for a bit more inputs as to whether or not I am still ok and if I can do anything more to speed up the healing process. Thanks in advance. I would do the surgery again. Love the new me! But need some healing advice. (Full TT with Lipo and Breast Reduction for mom makeover.)
",6 Weeks Post Op - Healing Normally? (photo),/question/6-weeks-post-op-healing-normally
217730,question,,"
	During adolescence fat may deposit in areas such as the mons pubis, and cause an unsightly bulging. This may be corrected with liposuction of the area. Since you are a minor, you will need to have a parent or guardian present for any consultation or procedure performed by a plastic surgeon.
","Olivia Hutchinson, MD answers: Teenager with Enlarged Mons Pubis: Normal, Cost of Surgery? ",/question/enlarge-teen-mons-pubis
217558,question,,"
	If there are enough functional problems, it will be covered by insurance. It seems that you may be a candidate for Liposuction of the area alone or lift of the area. It would depend on the degree of excessive skin and ratio of excess fat to the excess skin. A good examination can give you the answer immediately.
	Hope this was helpful.
","Ali Sajjadian, MD answers: Teenager with Enlarged Mons Pubis: Normal, Cost of Surgery? ",/question/enlarge-teen-mons-pubis
4386033,question,,"It can take many months for implants to settle and take the shape/look that they will ultimately be. In general, they tend to drop in placement (due to gravity) and shrink in size (due to decreased swelling and sometimes capsular contracture). It is unlikely that the implants will grow in size. After a few months, however, if you still feel that your implants are too small, you can have a discussion with your plastic surgeon about changing the size to better suit your body.","Constance Chen, MD, MPH, FACS answers: How Long Does It Take Implants to Look Normal After Reconstruction Surgery?",/question/long-implants-normal-after-reconstruction-surgery
2577674,question,,"I usually tell my patients to limit arm use for the first week, then slowly increase upper arms use into the second week.Make sure you discuss with a Double-Board Certified, Double Fellowship Trained Plastic Surgeon.","Urmen Desai, MD, MPH answers: Will i have full use of my arms after breast implant surgery?",/question/astoria-ny-full-arms-after-breast-implant-surgery
1017382,question,,"
	It sounds like you have a suture that was used under the skin, protruding up from underneath, which creates a small bump. It would be best to see the physician who performed your Mohs for an evaluation of the area.
","F. Victor Rueckl, MD answers: About Two Months Ago I Had Mohs Surgery on my Upper Arm. I Now Have a Small Round Scap on the Scar",/question/two-months-mohs-surgery-my-upper-armi-small-round-scap-the-scar-area-problem
1480008,question,,"I want to be clear. The purpose of Mohs is to remove skin cancer and save as much tissue as possible. This was not a cosmetic procedure. This was a skin cancer surgery. When you have skin cancer and tissue needs to be removed to get the cancer out, we have to work with the tissue and muscle that is left. We are trying to minimize scarring and make the area look as good as possible, but the primary purpose is to remove the skin cancer. If you don't like how it looks now, post surgery, yes, there are options for repair, but your surgery did remove the skin cancer which was the primary goal of the procedure. If a cancer was large and in specific areas, we often have to do the surgery, then let the site heal, then do a secondary type of corrective repair. This does not mean anything was botched.This answer has been solicited without seeing this patient and cannot be held as true medical advice, but only opinion. Seek in-person treatment with a trained medical professional for appropriate care.","F. Victor Rueckl, MD answers: I had a botched mohs. I'm looking for a revision. Any suggestions? (photo)",/question/ventura-ca-botched-mohs-for-revision
2371686,question,,"Thank you for your question. You definitely want to follow your own surgeon's post-op activity instructions. This is a general guide I give to my patients as to the recovery after breast augmentation:Week 1)  Discomfort and tightness level progressively decreases with each day.  Swelling decreases a great deal after one week.  Most people return to work in some capacity.Week 2)  Unlikely to need any narcotic support except maybe at night.  Swelling and tightness continues to improve compared to week 1Weeks 3-6)  May need tylenol or ibuprofen for intermittent discomfort. Swelling completely resolved.  Tightness may continue as the implants over an additional few months into their final position.   As far as activity, here is a safe guide:1)  No heavy lifting or strenuous activity for 6 weeks (a gallon of milk as a guide).2)  Resume walking at a leisurely pace right after surgery (e.g. 2 mph)3)  At 2 weeks, you can walk 2 miles at 2mph4)  At 3 weeks, you can walk 3 miles at 3mph5)  At 4 weeks, you can walk 4 miles at 4mph6)  At 5 weeks, you can jog 5 miles at 5mph7)  At 6 weeks, you can resume all activities, but listen to your body and use discomfort or tightness as a guide so you don't over do it. So as far as the little ones, I would recommend having help for basic needs like lifting into the car seat.  You can cuddle with them while you are sitting down, but you should avoid the tendency to multitask with one child in your arms while you are busy doing other tasks.I would keep your surgeon informed of the breast changes after lifting, especially if the pain persists.&nbsp; Your implant should be intact, and it is most likely just a strain on the tissues causing increased discomfort.&nbsp; ","Young R. Cho, MD, PhD answers: Accidental Heavy Lifting After BA. What Damages Have I Caused? (photo)",/question/las-vegas-accidental-heavy-lifting-after-ba-damages-caused
9500290,question,,"Hello and thank you for your question. The best advice you can receive is from an in-person consultation. Based on your photographs, you may benefit from a revision mons reduction surgery with excision of tissue. Thisdecision should bebased on a detaileddiscussion with equal input from bothyou and your surgeon.Make sure you specifically look atbefore and after pictures of real patients who have had this surgery performed by your surgeon and evaluate their results.  Best wishes and good luck.  Richard G. Reish, M.D. FACS Harvard-trained plastic surgeon ","Richard G. Reish, MD, FACS answers: What are my options for mons pubis reduction? (Photo)",/question/calgary-ab-options-mons-pubis-reduction
2970157,question,,"Thank you for your question. Yes, a tummy tuck will lift the pubis area to varying degrees based on the individual patient's anatomy. Some people have an extremely large mons pubis that requires a separate procedure for excision, but that is rare. Consult with a board certified plastic surgeon certified by the American Board of Plastic Surgery to discuss your options. Best wishes!","Nicholas Tarola, MD answers: Does abdominoplasty also lift pub is area",/question/maryville-tn-abdominoplasty-lift-pub-area
3512643,question,,"The number of boards a plastic surgeon holdsdoesn't predict or ensure a good outcome.The number of boards a plastic surgeon holdsdoesn't matter if s/he cuts corners or is lackadaisical when it comes to safety.You should ask your plastic surgeon which precautionss/he is takingto reduce YOURrisk of blood clots (before the operation, during the operation, and after the operation).Your plastic surgeon should have also asked you about your specific clotting risks personal history of clots, family history of clots, use of contraceptives, medications, etc. The length of yoursurgery and the type of anesthesia (general versus local with or withoutsedation)used for your surgery will also be a factor. Best of luck!","Millicent Odunze-Geers, MD, MPH answers: What are the chances of death from plastic surgery with a double board certified plasti",/question/columbus-chances-plastic-surgery-double-board-certified-plastic-surgeon
5732396,question,,"Every surgeon has his or her own preference. I recommend an in-office examination as well as a detailed discussion with a surgeon who you are comfortable with.  Finally, make sure your surgeon is a Double-Board Certified Plastic Surgeon certified by the American Board of Plastic Surgery (ABPS), a member of the American Society of Plastic Surgery (ASPS), a member of the American Society of Aesthetic Plastic Surgery (ASAPS), and a fellow of the American College of Surgeons (FACS).Best,Dr. DesaiBeverly Hills Institute for Aesthetic Plastic SurgeryHarvard Educated, Beverly Hills & Miami Beach TrainedDouble Board-Certified Beverly Hills Plastic Surgeon","Urmen Desai, MD, MPH, FACS answers: Will using drains for breast implant revision surgery help decrease the chance of capsular c",/question/new-york-ny-drains-breast-implant-revision-surgery-decrease-chance-capsular
1745979,question,,Please take the time to discuss your concerns with your mom or another female adult in your family. You can even mention your concerns to your pediatrician at your next visit. &nbsp;Unfortunately only surgery will reduce areola size however you should voice your concerns to a trusted adult. Best wishes!,"Christine Sullivan, MD answers: Can I reduce the size of my areolas without surgery?",/question/east-liverpool-reduce-size-areolas-surgery
10755673,question,,"After a tummy tuck procedure with muscle tightening , a gentle start to exercise can be done at 2-3 weeks with walks and treadmill and gradually build up. any weights should be used after nearly 3 months to give time for muscle repair to settle down. ","Aftab Siddiqui, FRCSEd(Plast), MCh(Plast) answers: Exercise after tummy tuck surgery: how long should I wait to resume my workou",/question/how-long-after-tummy-tuck-do-wait-before-start-doing
1368248,question,,"This is a difficult question to answer because I don't know how long ago your surgery was. If it was recent, your scar may still continue to improve. There are scar creams that are sold by compound pharmacists that may help improve your scars without additional surgery. Hydroquinone doesn't affect healing but it can decrease the dark areas of a scar so it may help. Based on what I'm seeing, I think waiting may ultimately give you a better scar than reoperation.","Jonathan Kaplan, MD, MPH answers: Sure a new surgery won't make my scars worse?",/question/albert-city-ia-new-surgery-worse
4971837,question,,"Hello, You have a C shaped curvature of nasal bridge, and straighter nose will look better. Do you also have blockage of nose on left side? Botox wont help. Filler can reduce the crookedness. Filler results&nbsp;&nbsp;last upto 1 year . Surgery will give best and longest lasting result. It will also remove the blockage if any.","Priti Shukla, Mch answers: I have a crooked nose bone. Can it be fixed with botox or filler or is surgery the only option? (Phot",/question/melbourne-au-i-crooked-nose-bone-run-family-fixed-botox-filler-surgery-option
12337997,question,,"You have a beautiful body frame and that will be a wonderful foundation for a great result. You have developed saggy skin on your abdomen, mons pubic area, front and outer thighs, abd definitely buttocks plus your lovehandles are very thick and after liposuction those will be one very saggy. So as expert on After Weight Loss surgery you will be a great candidate for a Lower body lift which means a Circumferential TT and implies a Mons lift, front thigh lift, buttocks lift and  tightening of lovehandles. You are not getting any younger (as any of us) so your tissues will only become saggier over the years so thus would be a great time to Lift all that is saggy. If you consider LBL is too much,  a great option would be an Extended Tummy Tuck with muscle but no lifting of buttocks, thighs and either lovehandles tightening. Definitely only liposuction is not a good alternative because you have a severe degree of saggy skin and also  lipo before TT or LBL is not a good idea because it will leave a lot of scar tissue which will ruin the possibility of a safe Tummy Tuck in the future. Be encouraged. Dr. Crdenas ","Carmina Cardenas, MD answers: Tummy tuck before or after BBL? (Photo)",/question/tummy-tuck-before-after-bbl
5698861,question,,"Correction for bottoming out as you describe (tacking them up really good) may involve placing sutures internally between the soft tissues along the bottom edge of your breasts and anchoring them to your chest wall. &nbsp;It's typical to have pain as you describe after surgery, sometimes on one side more than the other, but it usually subsides in a few weeks. &nbsp; Since your surgery was only a moth ago I suspect this will gradually resolve with time. &nbsp;","Scott Thellman, MD answers: What is the rib pain after breast revision/lift?",/question/tulsa-rib-pain-after-breast-revision-lift
6410065,question,,"I see many twin moms in my practice, and the abdomen recovery is much different. Severe widening of the abdominal muscles (rectus diastasis) can occur, and this causes many functional issues. Ibelieve this to be a functional problem, but it is not a true hernia. Therefore, insurances have chosen not to cover this. Unfortunately, it requires out of pocket expense for surgery. The results are quite reliable and your tummy can be made much flatter when plicated properly.","Nicholas A. Flugstad, MD answers: Is it possible to get Medicaid to pay for a full tummy tuck? I have Molina Healthcare.",/question/washington-wa-medicaid-pay-full-tummy-tuck-molina-healthcare
13678984,question,,"Its completely understandable to feel nervous about anesthesia and waking up during surgery, but the risk is extremely low, especially for breast lift surgery. For most cosmetic surgeries, including breast lifts, general anesthesia is used, which makes it very unlikely that you'll wake up during the procedure. For a breast lift, there is typically no need for paralyzing drugs that completely immobilize you. The anesthesia team monitors you throughout the procedure and adjusts the level of anesthesia if needed. If there is any sign that you might be feeling discomfort, they will administer more anesthesia to ensure you're unconscious and comfortable. Anesthesiologists use advanced monitoring equipment to ensure you remain safely under anesthesia throughout the surgery. Be sure to discuss any concerns with your anesthesiologist before surgery so that you feel comfortable! Remember, the vast majority of people who undergo breast lift surgery do so without any issues with anesthesia. The surgical environment, particularly in accredited surgical centers with experienced anesthesiologists and surgeons, is designed for safety. Krishna Vyas, MD, PhD, MHSHarvard, Hopkins, & Mayo Clinic Trained Aesthetic Plastic SurgeonNew York, New York","Krishna Vyas, MD, PhD, MHS answers: Scared of waking up during Breast Lift surgery. Please help :( - how to rationalize?",/question/new-york-ny-scared-waking-breast-lift-surgery-rationalize-fear
7943935,question,,"Thank you for your question.Since every woman'sbody is different after having a child and everyone has different aesthetic goals, this price can vary since the surgeries themselves can vary. No two mommy makeovers are the same.Costs of surgery can also vary depending on what area of the country you are located.After child bearing on average,moms are concerned with their breasts and abdomen. The average cost here at our practice in Tennessee for a tummy tuck and breast augmentation is$14,000.The best thing to do is to consult with a Plastic Surgeon to find out which surgery will help look and feel your best.","Tom Tracey Gallaher, MD answers: What is the price of a mommy makeover?",/question/cost-of-mommy-makeover
2371615,question,,"Thank you for your question. You definitely want to follow your own surgeon's post-op activity instructions. This is a general guide I give to my patients as to the recoveryWeek 1)  Discomfort and tightness level progressively decreases with each day.  Swelling decreases a great deal after one week.Week 2)  Unlikely to need any narcotic support except maybe at night.  Swelling and tightness continues to improve compared to week 1Weeks 3-6)  May need tylenol or ibuprofen for intermittent discomfort. Swelling completely resolved.  Tightness may continue as the implants over an additional few months into their final position.     Most people return to work in some capacity.As far as activity, here is a safe guide:1)  No heavy lifting or strenuous activity for 6 weeks (a gallon of milk as a guide).2)  Resume walking at a leisurely pace right after surgery (e.g. 2 mph)3)  At 2 weeks, you can walk 2 miles at 2mph4)  At 3 weeks, you can walk 3 miles at 3mph5)  At 4-5 weeks, you can walk 4 miles at 4mph6)  At 6 weeks, you can resume all activities, but listen to your body and use discomfort or tightness as a guide so you don't over do it. So as far as the little ones, I would recommend having help for basic needs like lifting into the car seat.  You can cuddle with them while you are sitting down, but you should avoid the tendency to multitask with one child in your arms while you are busy doing other tasks.","Young R. Cho, MD, PhD answers: Can I Pick Up Kids After Mommy Makeover?",/question/pick-kids-after-mommy-makeover
3143483,question,,"This really depends on how swollen you are after the surgery. If you are swollen and can't breathe through your nose for the time being, the airplane ride may be uncomfortable due to the pressure changes. I would recommend that you ask your surgeon about this. You may want to wait to swim as you don't want to get an infection during the early postoperative period-- the length of time to wait is different for surgeons. So, ask your surgeon about this as well.","Sunny Park, MD, MPH answers: Can I fly on a plane & swim 1 week post endoscopic septopasty & turbinate surgery?",/question/los-angeles-ca-fly-plane-amp-swim-week-post-endoscopic-septopasty-amp-turbinate
7583454,question,,"Considering the implant is behind the muscle, removal of the implant while breastfeeding shouldn't be a problem, however this may still be a risk. I recommend an in-office examination as well as a detailed discussion with a surgeon who you are comfortable with.  Finally, make sure your surgeon is a Double-Board Certified Plastic Surgeon certified by the American Board of Plastic Surgery (ABPS), a member of the American Society of Plastic Surgery (ASPS), a member of the American Society of Aesthetic Plastic Surgery (ASAPS), and a fellow of the American College of Surgeons (FACS).Best,Dr. DesaiBeverly Hills Institute for Aesthetic Plastic SurgeryHarvard Educated, Beverly Hills & Miami Beach TrainedDouble Board-Certified, Double Fellowship-Trained Beverly Hills Plastic Surgeon","Urmen Desai, MD, MPH, FACS answers: Can I get explant surgery of under muscle saline implant while continuing breastfeeding?",/question/spokane-wa-explant-surgery-muscle-saline-implant-continuing-breastfeeding
7539881,question,,"Hello,Since you are now over with the miscarriage I&nbsp;dont think there is any contraindication to go ahead with your breast surgery.I wish you all the best.","Ashok Govila, FRCS, MCh, MS answers: I have breast surgery - 26/10/18. I had amiscarriage at the end of July. Will this mean I h",/question/coventry-gb-i-breast-surgery-26-10-18-amiscarriage-july-postpone-operation
7421941,question,,Hi. Full Tummy Tuck is the right procedure to tight your abdominal muscles and to remove excessive skin and fat from your abdomen. Scar runs horizontally between hips over the mons pubis. Although permanent it get clearer with time being almos invisible.International Member of the American Society of Plastic Surgeons (ASPS)              Dominican Board Certified Plastic and Reconstructive Surgeon                               Member of the International Society of AestheticPlastic Surgery (ISAPS),"Adolfo Sesto, MD answers: What type of procedure would get rid of all of this overhang with my stomach? (Photo)",/question/denver-type-procedure-rid-overhang-stomach
8408192,question,,"Thank you for your pictures and questions. First off,I would suggest you temper some of your expectations. You have a different starting point than presumably most of the people in your goal photos. You have very wide sternal spacing with laterally displaced nipple position and significant ptosis (drooping) of the breast. This all needs to be taken into account when planning your operation. The Mod+ vs High profile discussion will mostly be determined by your base width measurements and the volume improvement you are trying to achieve. The Mod+ implant might fill out your base diameter better for the chosen volume and thus why your surgeon is choosing that. A very narrow high profile implant might make your sternal spacing appear wider. You need to discuss with your chosen surgeon whether or not you need a lift to achieve your goals and make absolutely sure you surgeon is board certified by the American Board of Plastic Surgery and accept nothing less.Good luck!Dallas R. Buchanan, MD, FACSOwner & Board-Certified Plastic SurgeonVIVIFY plastic surgery","Dallas Buchanan, MD answers: HP or M+ profiles? PS suggested 375 M+ but I keep seeing nice HP on girls similar to me. Help (phot",/question/hp-profiles-ps-suggested-375-nice-hp-girls-similar
1877550,question,,"Thank you for posting a photograph with your question.Your breasts appear to have ptosis or sagging. A formal, in person, examination is required to make the final call, but a breast lift would help significantly. I recommend that you follow up with your Board Certified Plastic Surgeon who can help you reach your goals. Best Wishes, Dr. Richard W. Swift","Richard Wellington Swift, MD answers: Not happy with result of 370cc mod profile silicone implants! Surgery was 6 months ago. An",/question/illinois-il-happy-result-370cc-mod-profile-silicone-implants-surgery-months
2694762,question,,"Every plastic surgery should have an armony with the rest of the body. Therefore, you must look for a certified plastic surgeon, extremely skilled in the face. The goal for a facelift is to end up with a very natural refreshed look. That is why personally operated my moms face. The plastic surgeon surgeon must be a very detailed guy, If he is an OCD, that is much better. ","Alberto Arguello, MD answers: How Can I Avoid Getting a Pulled Up Look from a Face Lift?",/question/how-can-avoid-getting-pulled-look-face-lift
2780408,question,,Thank you for asking about your mons pubis lift.Manhattan plastic surgery fees are among the highest in the countryPlus your cost includes the operating room and anesthesiologist/nurse anesthetist.It does not seem high for the area - although it would be high for some other areas in the country.Always see a BoardCertified Plastic Surgeon.Best wishes  - ElizabethMorgan MD PHD FACS,"Elizabeth Morgan, MD, PhD answers: How much can a mons pubis lift cost?",/question/manhattan-ny-mons-pubis-lift-cost
363753,question,,"
	Hello,

	Absolutely, hair can be transplanted into scars.&nbsp; I highly reccomend the FUE method which allows for follicles to be harvested individually through pin holes instead of trading one scar for another with the strip method.

	&nbsp;

	Best of luck,

	&nbsp;

	Dr. Malouf
","Peter Malouf, DO answers: After I Had Moh's Surgery on my Scalp from Basal Cell Skin Cancer, Can You Transplant Hair in That Are",/question/after-mohs-surgery-scalp-basal-cell-skin-cancer-transplant-hair-area
6418353,question,,"Thanks for sharing your question. I can appreciate your concern.  Emptying your abdomen of stool to try to get a better outcome with your tummy tuck seems to have good sense. However, you need to be careful of loosing too much water. Dehydration could be counter productive in preparation for your surgery.Finally, make sure that you have a consultation with a board certified plastic surgeon.  Wishing you the best in your journey  IMPORTANT DISCLAIMER: It is difficult to say what is exactly happening with your case without a physical examination, testing or having done your surgery. It is imperative that you have a thorough examination by a board-certified surgeon. Only then, you may weight better the options to fix your current concerns.","Julio Clavijo-Alvarez, MD, MPH, FACS answers: Is it OK to take a Magnesium Citrate Oral Solution before a surgery, and if so, wh",/question/philadelphia-pa-magnesium-citrate-oral-solution-before-surgery
444491,question,6,"
	I had breast reduction surgery 2 weeks ago. I am doing well, no pain, no issue. My surgical tape is still in place. I have walked at a 4mph pace, elliptical machined (no arm usage), and have stationary biked (upright posture, kept weight on arms/chest to a minimum). Family is going downhill skiing in 2 days. I want to go too. I&#39;m a competent skier (1 fall in 3 years, ice), would stay on bunny hill with kids, and can leave poles behind so I don&#39;t use arms/chest. Too soon?
",How Soon After Breast Reduction Can I Do Downhill Skiing?,/question/after-breast-reduction-downhill-ski
176489,question,,Steroid time frames for injection clearly vary with surgeon and their personal preferences following surgery. I&nbsp;generally consider these beginning at 3 weeks at the earliest and will wait up to 6 moths for ongoing treatment.,"Otto Joseph Placik, MD answers: What is the time frame for steroid injections on tip after rhinoplasty?",/question/time-frame-steroid-injections-tip-rhinoplasty
4083231,question,,Hi. Liposuction is thebest answer to your problem. There is another product called kybella which is coming to australia soon. It is an injection which dissolves the fat anx may be an option however we have had no experience yet.RegardsDamien,"Damien Grinsell, MBBS, FRACS (Plas) answers: how do you reduce the size of a large mons pubis without surgery?",/question/australia-au-reduce-size-large-mons-pubis-surgery
2371638,question,,"Thank you for your question. You definitely want to follow your own surgeon's post-op activity instructions. This is a general guide I give to my patients as to the recoveryWeek 1)  Discomfort and tightness level progressively decreases with each day.  Swelling decreases a great deal after one week.  Most people return to work in some capacity.Week 2)  Unlikely to need any narcotic support except maybe at night.  Swelling and tightness continues to improve compared to week 1Weeks 3-6)  May need tylenol or ibuprofen for intermittent discomfort. Swelling completely resolved.  Tightness may continue as the implants over an additional few months into their final position.   As far as activity, here is a safe guide:1)  No heavy lifting or strenuous activity for 6 weeks (a gallon of milk as a guide).2)  Resume walking at a leisurely pace right after surgery (e.g. 2 mph)3)  At 2 weeks, you can walk 2 miles at 2mph4)  At 3 weeks, you can walk 3 miles at 3mph5)  At 4 weeks, you can walk 4 miles at 4mph6)  At 5 weeks, you can jog 5 miles at 5mph7)  At 6 weeks, you can resume all activities, but listen to your body and use discomfort or tightness as a guide so you don't over do it. So as far as the little ones, I would recommend having help for basic needs like lifting into the car seat.  You can cuddle with them while you are sitting down, but you should avoid the tendency to multitask with one child in your arms while you are busy doing other tasks.If your pain from your recent activity doesn't subside or gets worse, then I would visit your plastic surgeon.&nbsp; Otherwise, continue to be cautious and not overdo it.&nbsp; I wouldn't worry about capsular contracture from this.","Young R. Cho, MD, PhD answers: Can I pull or strain a muscle in my breast by lifting my 4 year old 25 days after my breast augme",/question/windsor-pull-strain-my-muscle-in-my-breast-lifting-my-yr-25-days-after-my-breast
600227,question,,"
	You are in good hands and have chosen a fine institution for your surgery.&nbsp; With a Mohs surgeon, you will know at the end of your surgery day that the tumor has been completely and thoroughly removed which is of utmost importance.&nbsp;

	It is too soon to know what type of reconstruction is best suited to you since we don't know what the size or shape of the defect will be until after your cancer removal is complete.&nbsp; Potential reconstruction options for the tip of the nose include various flaps (rotating tissue surgically from adjacent skin to cover the defect) or grafts (borrowing skin from one part of the face to cover the defect).&nbsp; Also know that any reconstruction scar can be finessed later with lasers, dermabrasion or injection with steroids if needed for cosmetic improvement.&nbsp;
","Laurie Jacobson, MD answers: Just Diagnosed with BCC with Morpheaform Features, on Nose, HELP",/question/diagnosed-bcc-morpheaform-featureson-nosehelp
13034895,question,,"Hi Amy- this is a very nuanced question, so I'm glad you are being cautious. Plastic surgeons often need to have been in practice for a couple of years in order to earn their board certification, so if this person seems young, it is possible that is what is going on (you should be able to contact him or his office and they would be able to answer that for you, or that he is board eligible). If, however, that is NOT the case, then I would encourage you to exercise EXTREME CAUTION attempting to go to a non-board certified surgeon. Board certification exists for a reason- we have to prove that we have both the clinical knowledge and skillset in order to earn it, and if someone was not able to get that for some reason, it should be a big red flag to you. I most commonly see this when doctors are practicing outside of their scope, such as when you get OBGYNs doing botox of the face or dermatologists doing facial surgery (non-Mohs), etc. Even if someone is able to learn to do a procedure well, how do you know that that person also knows the proper workup and how to handle the complications?","Lexie Wang, MD answers: Is it important to have a Board Certified Plastic Surgeon?",/question/hurricane-wv-important-board-certified-plastic-surgeon
6246022,question,,"It is normal to be nervous before surgery. Your surgeon will examine you and reviewyour medical history to determine if you are a good candidate for surgery. If you are at a healthy, stable weight and have been cleared by a cardiologist you should be fine to proceed. Every surgery carries some risk, but along with your surgeon you can work to keep your risk low.","Camille Cash, MD answers: Preparing for a mommy makeover, concerned about cardiac arrest? I had the gastric sleeve surgery 6 mon",/question/preparing-mommy-makeover-concerned-cardiac-arrest
1675975,question,,"Combination procedures are nice in that you have one exposure to antithesia and one recovery. Before surgery with hepatitis C, you should be medically stable and have a clearance for surgery&nbsp; from your primary care doctor and Hepatologist.You should have the procedure done by a Board Certified Plastic Surgeon that has experience in combined procedures.Yours,Jon M. Grazer, MD, MPH, FACS","Jon M. Grazer, MD, MPH,FACS answers: Can I have a tummy tuck & liposuction with hepatitis C?",/question/texarkana-ar-tummy-tuck-liposuction-hepatitis
6218770,question,,Hi. Before surgery no plastic surgeon will perform the procedure unless you have diminish risks in the Caprini scale. This will be verify by extensive pre ops evaluation.International Member of the American Society of Plastic SurgeonsMember of the InternationalSociety of Aesthetic Plastic SurgeryCertified Plastic Surgeon25 years experienced,"Adolfo Sesto, MD answers: Preparing for a mommy makeover, concerned about cardiac arrest? I had the gastric sleeve surgery 6 mon",/question/preparing-mommy-makeover-concerned-cardiac-arrest
